supplier_id,name,category,country,onboarded_date,years_in_business,tier,on_time_delivery_rate,avg_delivery_delay_days,defect_rate,order_volume_monthly,fulfillment_rate,return_rate,payment_delay_days,credit_score,debt_to_equity,current_ratio,revenue_growth_pct,cash_runway_months,complaints_last_90d,contract_renewal_rate,quality_audit_score,defaulted
HIST-01399,Bugle Supply Co 1399,Food,Mexico,2019-03-27,9.1,1,0.994,0.0,0.0024,11838,1.0,0.0336,4.6,771,0.66,2.78,13.0,18.2,2,0.963,97.9,0
HIST-01400,Wayne International 1400,Food,Turkey,2019-02-17,23.2,2,0.814,2.1,0.01,928,0.908,0.0927,9.5,750,1.05,1.63,6.3,12.0,2,0.794,83.3,0
HIST-01401,Vandelay Logistics 1401,Chemicals,USA,2020-12-01,10.0,2,0.694,7.6,0.0383,10451,0.775,0.0565,26.9,661,1.03,1.11,-1.7,4.4,7,0.895,76.4,0
HIST-01402,Black Mesa Corp 1402,Packaging,Mexico,2022-11-30,2.8,2,0.882,2.8,0.0122,3717,0.913,0.0679,10.6,649,0.96,1.07,3.9,5.9,7,0.774,83.9,0
HIST-01403,Summit Limited 1403,Raw Materials,Japan,2021-04-07,42.6,1,0.834,6.8,0.0154,3180,0.793,0.0317,9.1,551,1.54,0.52,-19.6,0.5,4,0.558,58.0,1
HIST-01404,Soylent Manufacturing 1404,Raw Materials,USA,2022-06-15,11.3,2,0.885,3.7,0.0629,1352,0.823,0.0914,6.3,547,0.43,0.98,0.2,0.5,9,0.55,74.0,0
HIST-01405,Bluth Group 1405,Textiles,China,2022-05-29,12.6,2,0.901,1.6,0.0634,301,0.921,0.0485,6.4,720,1.06,2.07,2.1,7.8,1,0.773,83.6,0
HIST-01406,Spacely Industries 1406,Electronics,Japan,2019-06-05,3.5,3,0.74,2.0,0.0414,1183,0.951,0.043,6.8,654,1.36,1.17,-3.3,0.5,5,0.661,75.0,1
HIST-01407,Weyland Holdings 1407,Logistics,Germany,2023-02-17,33.2,1,0.919,0.1,0.0205,1958,0.922,0.0296,0.6,649,0.29,1.59,-4.2,5.4,5,0.811,72.9,0
HIST-01408,Hooli Limited 1408,Raw Materials,China,2019-07-10,28.9,1,0.889,3.6,0.0076,1084,0.873,0.0598,0.9,700,1.39,2.13,4.0,7.8,3,0.762,80.7,0
HIST-01409,Krusty Manufacturing 1409,Machinery,USA,2020-02-26,27.0,3,0.898,9.7,0.0274,1785,1.0,0.0226,0.0,825,0.05,2.99,19.2,19.2,0,1.0,96.2,0
HIST-01410,Stark Logistics 1410,Electronics,Mexico,2021-06-28,15.3,2,0.851,2.9,0.0173,3215,0.941,0.0355,0.0,758,0.37,1.97,14.9,11.5,1,0.982,91.9,0
HIST-01411,Stark Solutions 1411,Machinery,Japan,2018-09-30,21.0,3,0.731,2.8,0.0523,46816,0.858,0.0299,17.5,719,1.25,2.13,9.5,11.5,4,0.756,87.3,0
HIST-01412,Daily Limited 1412,Packaging,Turkey,2018-02-10,19.5,1,0.92,0.4,0.0092,1556,0.957,0.0614,15.6,713,1.05,2.71,11.4,13.0,0,0.863,97.0,0
HIST-01413,Cogswell Group 1413,Chemicals,Brazil,2018-08-21,3.6,1,0.838,3.5,0.0181,2339,0.909,0.0603,8.8,644,1.1,1.08,-4.6,2.8,3,0.771,79.1,0
HIST-01414,Cogswell Holdings 1414,Food,Turkey,2023-04-24,26.0,2,0.858,0.3,0.0157,3416,0.935,0.0209,23.0,742,0.8,1.34,2.7,7.7,9,0.958,82.3,0
HIST-01415,Gringotts Manufacturing 1415,Raw Materials,Mexico,2020-07-17,4.1,1,0.948,1.4,0.0366,2338,0.879,0.0603,7.5,750,1.08,1.53,8.1,11.8,0,1.0,97.2,0
HIST-01416,Aperture Holdings 1416,Chemicals,India,2019-11-01,17.2,1,0.853,2.7,0.0121,253,0.894,0.0458,6.2,577,0.82,1.06,9.0,0.5,1,0.755,66.7,0
HIST-01417,Mifflin Supply Co 1417,Machinery,USA,2022-10-11,19.5,2,0.97,0.9,0.0241,5071,0.892,0.0878,2.2,700,0.96,1.35,8.8,1.2,6,0.671,73.6,0
HIST-01418,Soylent Limited 1418,Electronics,Turkey,2024-05-26,2.7,2,0.801,1.0,0.0346,3977,0.899,0.077,5.6,626,1.81,1.03,-8.3,0.5,5,0.852,75.1,0
HIST-01419,Aperture Partners 1419,Textiles,Japan,2020-09-15,21.0,1,0.988,0.4,0.0018,6862,0.867,0.0244,6.1,764,0.53,1.64,-5.2,9.1,1,0.86,84.6,0
HIST-01420,Soylent Holdings 1420,Chemicals,Turkey,2018-02-01,15.3,1,0.937,2.1,0.0172,2545,0.981,0.0234,0.0,805,0.86,2.17,22.1,15.8,1,1.0,100.0,0
HIST-01421,Mifflin Holdings 1421,Logistics,Vietnam,2023-05-17,14.3,2,0.791,0.6,0.033,2251,0.913,0.0315,2.4,672,1.59,1.17,2.6,6.1,2,0.928,75.5,1
HIST-01422,Cooper Logistics 1422,Textiles,Mexico,2024-05-03,8.8,2,0.851,2.7,0.008,5247,0.939,0.0452,6.9,663,0.76,2.65,9.6,7.7,0,0.967,98.3,0
HIST-01423,Duff Limited 1423,Logistics,India,2023-08-28,13.1,3,0.69,13.5,0.038,305,0.91,0.0296,29.7,636,1.0,1.25,4.7,2.5,3,0.68,72.8,1
HIST-01424,Vandelay Trading 1424,Logistics,Brazil,2019-08-31,20.3,2,0.912,2.5,0.0194,1979,0.82,0.0294,11.9,681,0.77,1.38,-3.3,0.8,4,0.768,69.3,0
HIST-01425,Cortex Partners 1425,Machinery,Vietnam,2024-07-30,6.0,2,0.824,3.7,0.0157,157,0.907,0.0176,19.0,589,1.83,0.78,-6.8,0.5,2,0.832,62.5,1
HIST-01426,Pearson Limited 1426,Raw Materials,Germany,2020-05-05,4.6,3,0.957,0.0,0.0263,1271,1.0,0.019,0.0,754,0.05,1.99,8.2,7.8,1,1.0,96.2,0
HIST-01427,Sterling International 1427,Machinery,China,2018-03-06,21.9,2,1.0,0.0,0.0192,4542,1.0,0.0256,0.1,835,0.58,3.4,23.3,23.5,3,1.0,98.5,0
HIST-01428,Pinnacle Group 1428,Electronics,Vietnam,2023-10-04,1.8,3,0.892,0.2,0.0252,4342,0.93,0.0221,2.9,797,0.34,1.81,7.3,11.5,1,0.866,96.7,0
HIST-01429,Dunder Supply Co 1429,Chemicals,Vietnam,2019-08-21,23.7,3,0.902,4.1,0.0484,963,0.879,0.0592,34.8,679,0.99,1.0,-4.0,4.3,2,0.794,77.0,0
HIST-01430,Daily Limited 1430,Chemicals,Vietnam,2020-10-24,1.8,2,0.767,4.4,0.0434,4701,0.904,0.1239,2.8,745,1.12,2.25,11.3,13.9,1,0.741,93.9,0
HIST-01431,Cooper Industries 1431,Food,USA,2021-02-24,10.3,2,0.93,1.6,0.0483,610,0.882,0.0443,3.4,695,0.85,1.67,4.9,9.1,3,0.85,87.8,0
HIST-01432,Vertex Partners 1432,Raw Materials,China,2022-05-20,25.3,1,0.959,0.7,0.0513,3608,0.898,0.0391,0.0,810,0.05,2.44,6.8,11.6,2,0.866,99.1,0
HIST-01433,Cyberdyne Limited 1433,Chemicals,Japan,2022-01-25,23.8,2,0.853,3.8,0.0191,2034,0.924,0.0513,15.9,690,0.98,1.4,6.8,10.2,1,0.833,90.9,0
HIST-01434,Dunder International 1434,Machinery,USA,2023-09-23,7.8,1,0.979,0.0,0.0223,1995,0.981,0.0146,17.4,693,0.35,1.69,5.6,4.2,2,0.923,83.3,0
HIST-01435,Yutani Group 1435,Logistics,India,2023-10-09,20.8,3,0.873,0.1,0.0324,3046,0.95,0.0438,13.5,748,1.21,1.67,14.0,10.6,1,0.894,89.6,0
HIST-01436,Cyberdyne Systems 1436,Chemicals,USA,2020-08-30,19.8,2,0.801,0.9,0.0669,7636,0.857,0.0609,8.9,662,0.05,0.94,-0.5,4.4,4,0.815,80.5,0
HIST-01437,Yutani Logistics 1437,Logistics,Japan,2019-07-23,1.1,2,0.736,9.6,0.0118,20386,0.919,0.0937,10.7,638,1.22,1.81,4.9,5.2,5,0.85,88.7,0
HIST-01438,Black Mesa Partners 1438,Packaging,Japan,2024-09-17,15.0,3,0.861,1.9,0.0199,1281,0.811,0.1025,14.5,573,1.61,0.81,-4.2,0.5,8,0.619,74.7,1
HIST-01439,Daily Partners 1439,Electronics,Germany,2024-03-05,5.0,3,0.664,4.7,0.0331,581,0.877,0.0405,3.3,681,1.14,1.18,1.8,5.7,5,0.773,86.2,0
HIST-01440,Hardman Systems 1440,Machinery,Germany,2023-03-14,34.7,2,0.804,5.3,0.0473,2767,0.785,0.0438,24.6,573,1.82,0.8,1.4,0.5,2,0.556,65.4,1
HIST-01441,Cyberdyne Limited 1441,Textiles,Poland,2024-01-10,6.4,3,0.928,0.2,0.0676,2726,0.859,0.085,6.4,727,0.43,1.83,9.1,6.4,8,0.866,68.9,0
HIST-01442,Gringotts Limited 1442,Food,Mexico,2023-01-15,35.3,3,0.832,4.1,0.0247,2895,0.914,0.056,4.9,666,1.08,0.82,-2.0,0.5,3,0.736,81.0,0
HIST-01443,Vortex Holdings 1443,Chemicals,Turkey,2023-06-04,16.5,1,0.869,2.8,0.0111,5909,0.998,0.0831,1.4,751,0.88,1.25,7.5,6.7,3,0.836,83.7,0
HIST-01444,Spacely Limited 1444,Chemicals,Germany,2019-12-30,21.9,2,0.878,4.7,0.0229,2352,0.927,0.0384,14.3,757,0.07,1.7,11.1,8.3,0,0.963,92.1,0
HIST-01445,Planet Group 1445,Chemicals,China,2020-09-26,20.4,2,0.764,2.2,0.025,6877,0.866,0.0813,6.4,604,1.35,0.96,-5.7,1.2,1,0.604,67.5,0
HIST-01446,Pied Piper Limited 1446,Textiles,Germany,2022-04-05,15.3,2,0.845,1.2,0.013,1523,0.906,0.0322,14.9,677,0.79,1.37,-0.2,0.5,3,0.843,69.6,1
HIST-01447,Gringotts International 1447,Food,Japan,2019-08-29,7.3,2,0.819,2.9,0.0577,5681,0.875,0.0395,5.2,597,1.29,1.03,-4.6,3.3,6,0.66,80.4,1
HIST-01448,Compu Solutions 1448,Raw Materials,Vietnam,2023-09-02,7.5,2,0.832,7.3,0.0293,7650,0.904,0.028,1.8,728,1.09,1.8,13.9,11.1,1,0.853,100.0,0
HIST-01449,Wonka Holdings 1449,Food,Vietnam,2022-02-13,6.7,2,0.869,2.3,0.02,1971,1.0,0.0565,19.4,820,0.05,1.82,15.2,17.2,1,1.0,93.4,0
HIST-01450,Hammer LLC 1450,Food,Brazil,2024-01-31,4.7,2,0.981,0.0,0.0081,1876,0.982,0.0321,0.5,714,0.27,2.4,7.8,14.0,4,0.94,88.2,0
HIST-01451,Spacely International 1451,Raw Materials,Vietnam,2022-01-04,8.5,2,0.778,10.2,0.0407,5512,0.869,0.0598,6.2,732,1.2,1.86,-1.5,6.0,9,0.702,77.5,0
HIST-01452,Compu Worldwide 1452,Packaging,Germany,2022-01-21,12.1,1,0.907,0.1,0.0,4078,0.979,0.016,0.0,788,0.05,2.14,23.6,13.5,0,1.0,97.4,0
HIST-01453,Cogswell Manufacturing 1453,Raw Materials,Brazil,2023-08-19,9.4,2,0.933,0.9,0.0215,4491,0.812,0.1254,14.3,613,1.49,0.2,-5.7,2.7,5,0.702,65.5,1
HIST-01454,Rand Limited 1454,Packaging,Germany,2022-09-28,22.2,2,0.896,0.0,0.0375,6907,1.0,0.0205,9.8,825,0.2,2.8,15.0,15.2,0,1.0,87.3,0
HIST-01455,Vandelay Industries 1455,Packaging,Turkey,2020-02-17,9.2,2,0.759,8.1,0.0209,7964,0.878,0.0645,10.6,675,1.72,0.46,-5.8,3.0,5,0.727,74.6,0
HIST-01456,Wonka Group 1456,Chemicals,Brazil,2024-07-01,20.9,2,0.673,3.2,0.027,2397,0.84,0.0247,16.2,528,2.15,0.2,-13.6,0.5,8,0.61,63.1,1
HIST-01457,Tyrell Corp 1457,Logistics,Vietnam,2019-07-24,15.4,2,1.0,0.3,0.0305,7030,0.985,0.0283,0.0,831,0.11,3.13,26.7,25.3,0,1.0,100.0,0
HIST-01458,Zenith Industries 1458,Machinery,Japan,2022-05-15,29.9,1,0.935,6.5,0.0069,4844,1.0,0.1069,1.0,816,0.05,2.58,21.1,17.9,0,1.0,97.1,0
HIST-01459,Oscorp Industries 1459,Chemicals,Poland,2019-11-27,16.6,2,0.81,3.2,0.0328,5427,0.859,0.0217,7.5,640,1.4,1.41,-1.3,5.1,4,0.797,72.0,0
HIST-01460,Globex Logistics 1460,Raw Materials,Germany,2019-04-28,24.7,2,0.741,2.0,0.0323,2876,0.983,0.0821,7.6,630,0.22,0.8,-2.4,14.6,0,0.757,89.9,0
HIST-01461,LexCorp Systems 1461,Packaging,India,2020-12-04,19.0,2,0.822,1.8,0.0094,4765,0.897,0.0365,1.5,663,0.91,0.9,8.5,10.5,5,0.988,84.9,0
HIST-01462,Pied Piper Supply Co 1462,Textiles,Germany,2019-07-08,11.6,3,0.847,0.7,0.018,1877,0.942,0.0543,4.9,741,1.55,1.22,1.1,6.2,1,0.961,90.0,0
HIST-01463,Summit Worldwide 1463,Chemicals,USA,2022-11-27,22.0,2,0.799,11.9,0.0472,1642,0.904,0.0916,6.1,615,2.03,0.97,-3.5,2.8,2,0.605,82.8,0
HIST-01464,Weyland LLC 1464,Textiles,India,2024-12-08,4.9,1,0.953,1.7,0.0193,10127,0.908,0.0828,2.4,628,1.3,1.62,1.1,5.8,4,0.877,91.1,0
HIST-01465,Dunder Systems 1465,Electronics,Vietnam,2019-09-15,13.1,2,0.923,1.2,0.0131,14393,0.883,0.0309,0.0,666,1.35,1.66,16.3,6.8,1,0.885,98.4,0
HIST-01466,Cortex Worldwide 1466,Logistics,China,2024-05-29,13.3,2,0.708,5.8,0.0182,1151,0.886,0.0463,0.6,737,1.33,1.32,7.2,13.2,1,0.758,91.7,0
HIST-01467,Roxxon Supply Co 1467,Packaging,Vietnam,2021-06-11,21.3,3,0.802,7.9,0.0504,14938,0.994,0.0263,0.0,850,0.09,2.13,12.5,10.0,1,0.937,87.9,0
HIST-01468,Sterling Corp 1468,Machinery,China,2020-06-06,3.7,1,0.85,4.0,0.0315,4842,0.836,0.0744,12.6,722,0.9,1.12,6.7,10.7,1,0.842,82.2,0
HIST-01469,Hardman Supply Co 1469,Electronics,Poland,2020-08-13,11.5,2,0.969,0.0,0.0,13295,1.0,0.0625,0.0,850,0.05,2.56,11.5,20.2,0,1.0,100.0,0
HIST-01470,Hammer LLC 1470,Textiles,Brazil,2022-04-18,17.7,1,0.867,1.8,0.0093,4323,0.851,0.0309,18.4,680,0.79,1.93,4.5,5.0,6,0.667,75.4,0
HIST-01471,Nakatomi Industries 1471,Machinery,India,2024-11-07,19.8,1,0.95,6.4,0.0245,6989,0.988,0.0432,2.9,810,0.73,1.86,5.7,11.7,0,0.833,84.5,0
HIST-01472,Massive Dynamic Partners 1472,Food,Japan,2019-05-14,7.7,2,0.673,5.2,0.0485,1112,0.744,0.0957,38.1,564,1.68,0.63,-7.8,0.5,6,0.679,73.8,1
HIST-01473,Spacely Supply Co 1473,Logistics,Brazil,2021-11-04,4.3,2,0.673,8.8,0.0569,4687,0.942,0.0301,28.0,639,0.48,0.52,-8.0,1.1,8,0.819,89.4,0
HIST-01474,Wonka Industries 1474,Machinery,Germany,2018-04-02,15.1,2,0.983,0.0,0.0148,508,1.0,0.0398,0.0,768,0.66,2.04,16.6,7.8,2,0.968,93.5,0
HIST-01475,Zenith Worldwide 1475,Chemicals,Turkey,2019-07-28,3.8,3,0.732,1.8,0.0364,190,0.865,0.0414,4.0,655,1.28,0.42,2.1,6.3,2,0.633,69.4,0
HIST-01476,LexCorp Manufacturing 1476,Raw Materials,Mexico,2022-03-01,12.2,1,0.784,1.9,0.0308,3012,1.0,0.0665,3.5,738,1.21,1.62,4.7,8.6,0,0.97,88.1,0
HIST-01477,Wayne Tech Logistics 1477,Food,USA,2019-11-09,11.2,1,0.838,2.2,0.0311,5471,0.876,0.0807,6.3,689,1.29,0.85,11.1,1.1,3,0.931,89.3,0
HIST-01478,Massive Dynamic Corp 1478,Electronics,Poland,2023-10-06,13.5,1,0.82,2.8,0.0202,1877,0.887,0.0718,24.2,713,1.9,1.51,-4.7,1.4,2,0.776,80.2,0
HIST-01479,Wonka Group 1479,Food,Mexico,2019-05-10,26.0,1,0.809,4.6,0.0531,8821,0.936,0.052,3.8,665,0.73,0.82,3.9,9.5,7,0.875,81.8,0
HIST-01480,Gringotts Trading 1480,Machinery,China,2019-03-05,21.0,2,0.772,2.5,0.0306,6552,0.826,0.1326,14.9,666,1.11,1.35,1.6,9.3,3,0.695,80.4,0
HIST-01481,Zenith Corp 1481,Electronics,China,2018-02-26,15.8,2,0.905,2.6,0.0093,4194,0.938,0.0192,4.9,673,2.36,1.36,8.3,6.2,6,0.744,71.6,0
HIST-01482,Duff Holdings 1482,Food,Vietnam,2020-04-29,18.5,2,0.84,4.2,0.0622,4055,0.936,0.0682,0.1,718,0.87,2.65,2.4,10.9,0,0.921,80.3,0
HIST-01483,Queen Partners 1483,Textiles,Japan,2020-06-23,10.6,1,0.949,0.3,0.0056,2443,0.98,0.01,2.5,787,0.49,1.88,15.2,13.8,0,0.975,87.5,0
HIST-01484,Weyland International 1484,Raw Materials,Mexico,2024-07-24,14.9,1,0.882,4.1,0.0303,1959,0.912,0.0235,3.2,685,1.25,0.96,4.9,8.0,2,0.719,86.1,0
HIST-01485,Rand Industries 1485,Raw Materials,USA,2021-11-15,14.2,2,0.801,1.2,0.0438,3715,0.846,0.0776,46.1,676,0.67,1.76,-4.0,0.5,4,0.68,83.9,0
HIST-01486,Pearson Supply Co 1486,Machinery,Vietnam,2024-02-18,7.9,1,1.0,1.2,0.0143,725,0.844,0.0606,1.9,680,1.22,1.07,6.4,10.5,0,0.985,92.8,0
HIST-01487,Acme Systems 1487,Textiles,India,2023-06-30,12.9,2,0.782,2.6,0.0507,2075,0.893,0.1632,14.0,638,0.8,1.64,0.6,12.4,7,0.729,87.0,0
HIST-01488,Zenith LLC 1488,Food,USA,2019-07-26,34.2,1,1.0,1.1,0.0456,1208,0.931,0.1278,10.1,681,0.63,2.47,18.4,8.3,2,0.946,85.7,0
HIST-01489,Compu Holdings 1489,Machinery,Japan,2020-09-19,11.2,3,0.914,7.5,0.0094,3821,1.0,0.0615,18.4,850,0.05,3.04,21.5,26.2,3,1.0,100.0,0
HIST-01490,Weyland LLC 1490,Textiles,Turkey,2018-10-24,13.3,3,0.864,0.0,0.0324,6771,0.817,0.0484,0.0,780,0.91,1.82,14.4,14.7,0,0.924,93.0,0
HIST-01491,Wayne Supply Co 1491,Electronics,Germany,2018-10-06,5.7,1,0.915,7.6,0.023,14770,0.907,0.0618,3.1,654,0.72,1.48,13.4,6.7,2,0.989,92.1,0
HIST-01492,Wayne Tech Systems 1492,Food,Poland,2022-05-10,6.2,3,0.896,0.1,0.0314,2166,0.88,0.0575,5.3,684,1.43,0.79,-1.9,8.4,4,0.868,88.6,0
HIST-01493,Pinnacle Systems 1493,Chemicals,Mexico,2022-12-23,4.6,2,0.867,3.7,0.0398,801,0.882,0.0466,3.0,660,2.42,0.96,1.6,0.5,6,0.71,72.4,0
HIST-01494,Vortex Supply Co 1494,Raw Materials,Mexico,2022-04-03,6.8,2,0.802,2.4,0.028,14373,0.885,0.0903,4.9,637,1.99,1.31,-4.8,2.7,5,0.756,76.4,0
HIST-01495,Nakatomi Holdings 1495,Raw Materials,Turkey,2021-12-20,27.2,3,0.767,4.2,0.0487,2079,0.859,0.0332,20.7,626,2.01,1.02,-5.7,4.5,3,0.836,69.6,1
HIST-01496,Genco Limited 1496,Raw Materials,Vietnam,2021-03-23,12.0,2,0.919,2.1,0.05,9965,0.872,0.0462,5.8,641,0.96,0.73,3.2,10.1,3,0.986,79.9,0
HIST-01497,Bugle LLC 1497,Food,USA,2024-01-11,2.0,2,0.939,9.5,0.0395,19963,0.884,0.0398,4.1,667,0.8,0.83,2.6,9.7,5,0.812,80.4,0
HIST-01498,Pearson Holdings 1498,Packaging,India,2018-08-10,25.1,2,0.874,1.3,0.0342,612,0.922,0.0455,6.7,835,0.23,1.98,-1.8,9.5,0,0.949,100.0,0
HIST-01499,Wonka International 1499,Food,USA,2021-02-07,7.6,2,0.922,1.7,0.0188,2595,0.844,0.0849,25.5,713,0.28,0.94,1.7,8.0,8,0.916,78.2,0
HIST-01500,Hardman Supply Co 1500,Logistics,China,2024-09-01,5.5,1,0.923,2.2,0.0286,1996,0.92,0.0654,1.1,685,0.91,1.28,10.2,8.0,6,0.829,80.5,0
HIST-01501,Wayne Systems 1501,Packaging,Japan,2022-05-12,27.7,2,0.823,0.7,0.086,1519,0.828,0.054,25.5,592,1.17,1.6,-0.8,0.5,3,0.678,66.1,0
HIST-01502,Spacely LLC 1502,Raw Materials,India,2018-07-06,12.4,2,0.885,8.2,0.0081,1648,1.0,0.0127,0.3,850,0.27,2.64,19.0,20.8,1,1.0,96.9,0
HIST-01503,Nakatomi Group 1503,Electronics,Turkey,2021-08-27,35.6,2,0.819,7.3,0.0449,3594,0.972,0.0372,9.4,740,1.14,2.15,14.2,14.6,1,0.941,89.6,0
HIST-01504,Sterling Corp 1504,Electronics,Vietnam,2020-01-22,13.8,2,0.984,0.3,0.0132,1991,0.946,0.0118,0.6,777,0.13,2.46,27.1,19.6,0,1.0,100.0,0
HIST-01505,Umbrella Trading 1505,Packaging,Poland,2018-12-28,7.1,2,0.742,4.6,0.0483,5934,0.935,0.0503,22.7,679,0.92,2.02,12.5,15.3,1,0.966,77.6,0
HIST-01506,Daily Industries 1506,Raw Materials,Poland,2024-11-03,7.1,2,0.914,4.1,0.0077,3719,0.953,0.0042,0.0,787,0.05,2.88,12.6,15.8,1,1.0,94.8,0
HIST-01507,Initech Holdings 1507,Packaging,Turkey,2020-11-23,12.3,2,0.882,3.4,0.0155,3043,0.941,0.0134,1.6,673,1.7,1.42,4.6,12.2,5,0.96,88.8,0
HIST-01508,Hardman LLC 1508,Chemicals,Mexico,2020-04-09,7.7,2,0.805,6.1,0.0217,4116,0.953,0.0869,0.0,778,1.58,2.32,11.7,10.7,3,0.861,95.4,0
HIST-01509,Vandelay Corp 1509,Raw Materials,USA,2023-09-22,17.3,2,1.0,0.0,0.0152,2819,1.0,0.0196,0.0,850,0.75,2.5,11.9,22.2,0,1.0,100.0,0
HIST-01510,Bugle Manufacturing 1510,Electronics,Brazil,2019-07-04,10.4,2,0.908,0.9,0.0348,2521,0.937,0.0293,3.9,651,1.84,0.2,-1.1,2.1,4,0.755,75.4,0
HIST-01511,Gringotts Holdings 1511,Food,Japan,2018-04-05,33.6,2,0.864,0.0,0.0236,2642,0.918,0.0606,0.0,797,0.53,1.6,17.4,12.2,3,1.0,100.0,0
HIST-01512,Spacely Holdings 1512,Food,China,2023-06-23,7.9,1,0.977,0.7,0.0261,2196,1.0,0.0533,0.0,815,0.43,3.6,16.1,13.9,2,1.0,100.0,0
HIST-01513,Wayne Partners 1513,Machinery,Japan,2024-11-12,15.0,3,0.853,5.1,0.0583,6469,0.954,0.0653,15.1,722,0.82,1.66,2.7,12.8,0,0.893,86.0,0
HIST-01514,Rand Partners 1514,Electronics,Brazil,2023-09-14,34.2,3,0.845,3.6,0.0639,9418,0.915,0.0693,5.3,767,0.62,1.91,16.7,12.3,1,0.859,92.3,0
HIST-01515,Pied Piper Industries 1515,Raw Materials,China,2018-07-19,18.9,2,0.904,1.6,0.0382,11957,0.933,0.0245,15.2,816,0.05,2.42,5.3,13.8,2,1.0,100.0,0
HIST-01516,Cyberdyne Worldwide 1516,Food,Brazil,2018-09-23,30.0,2,0.865,0.8,0.0149,7238,0.808,0.0096,14.5,648,0.78,1.54,0.7,4.4,5,0.79,84.6,0
HIST-01517,Dunder Holdings 1517,Packaging,Turkey,2023-02-15,28.7,2,0.99,0.0,0.0255,2151,0.94,0.0643,8.2,722,1.15,0.96,12.2,14.0,1,0.829,87.1,0
HIST-01518,Hardman International 1518,Electronics,Brazil,2021-05-05,10.5,1,0.86,1.5,0.0181,450,0.959,0.1019,6.8,724,0.87,0.96,-4.1,9.3,4,0.906,82.9,0
HIST-01519,Globex LLC 1519,Electronics,USA,2022-10-05,8.5,2,0.841,3.8,0.0239,3392,0.926,0.0681,10.1,638,1.18,1.02,-3.8,0.5,2,0.796,77.7,0
HIST-01520,Bugle Group 1520,Chemicals,Poland,2023-11-06,1.7,3,0.816,6.2,0.0244,230,0.905,0.0413,24.4,634,1.0,1.03,10.5,5.4,2,0.852,87.1,0
HIST-01521,Umbrella Partners 1521,Chemicals,Poland,2018-09-26,11.8,1,0.851,4.3,0.0264,2311,0.921,0.0458,29.2,704,0.89,2.01,2.9,4.8,4,0.757,92.6,1
HIST-01522,Hammer Supply Co 1522,Food,India,2023-11-01,10.8,1,0.944,2.9,0.0,1777,0.934,0.0227,9.7,741,0.17,1.89,3.2,10.4,0,0.794,85.7,0
HIST-01523,Hooli International 1523,Packaging,Poland,2021-04-10,14.5,2,0.863,5.1,0.0082,3509,0.949,0.0183,2.7,695,0.29,2.02,20.3,6.0,1,0.778,86.4,0
HIST-01524,Hardman Logistics 1524,Machinery,Poland,2018-10-22,30.9,3,0.708,3.2,0.0354,506,0.919,0.0639,9.1,585,1.71,1.13,-10.4,0.7,6,0.72,73.1,1
HIST-01525,Wayne Tech LLC 1525,Packaging,India,2018-06-25,10.1,1,1.0,1.2,0.0095,2901,0.991,0.0139,1.6,850,0.94,1.86,19.7,19.6,1,1.0,94.7,0
HIST-01526,Wayne Trading 1526,Chemicals,USA,2024-07-23,9.6,1,0.847,5.4,0.0012,2070,1.0,0.0157,2.4,756,0.16,1.92,9.4,9.3,1,0.957,92.9,0
HIST-01527,Cogswell Holdings 1527,Machinery,India,2024-12-26,16.4,2,0.876,17.4,0.0429,869,0.88,0.0791,2.7,772,0.15,1.44,7.8,12.7,0,1.0,94.2,0
HIST-01528,Spacely Manufacturing 1528,Electronics,USA,2023-02-09,10.3,2,0.828,0.8,0.0194,699,0.956,0.0369,6.6,655,0.29,1.39,-6.5,0.7,1,0.761,83.8,0
HIST-01529,Hardman Supply Co 1529,Electronics,USA,2024-06-26,8.4,2,0.857,6.3,0.0173,2466,0.876,0.0309,0.6,770,0.97,1.85,6.2,10.2,6,0.823,85.6,0
HIST-01530,Cogswell Trading 1530,Raw Materials,Mexico,2021-12-15,6.7,2,0.805,14.5,0.0161,989,0.992,0.0156,2.2,767,1.41,1.47,-2.2,11.4,1,0.781,88.6,0
HIST-01531,Vertex Worldwide 1531,Electronics,India,2019-06-18,11.6,1,0.864,5.9,0.0268,103,0.97,0.0466,4.6,742,0.05,1.82,9.4,9.6,2,0.78,99.3,0
HIST-01532,Nakatomi International 1532,Machinery,Brazil,2023-05-21,14.8,1,0.805,1.6,0.0399,4627,0.853,0.0709,8.2,614,1.68,0.5,-5.2,3.3,2,0.717,68.7,0
HIST-01533,Soylent Industries 1533,Textiles,Poland,2023-07-31,5.7,2,0.944,0.0,0.054,3830,0.914,0.0377,1.0,774,0.05,2.25,11.6,20.2,3,1.0,90.3,0
HIST-01534,Roxxon Industries 1534,Textiles,Mexico,2019-04-10,8.0,3,0.982,0.0,0.0322,6155,0.992,0.027,31.0,850,0.05,3.18,25.9,21.1,0,1.0,98.0,0
HIST-01535,Massive Dynamic LLC 1535,Electronics,Vietnam,2022-08-13,12.1,1,0.793,4.2,0.0275,16242,0.756,0.0653,16.8,636,1.97,0.2,-0.4,0.6,6,0.581,71.7,1
HIST-01536,Soylent LLC 1536,Food,Poland,2018-07-24,5.9,1,0.901,4.4,0.0082,6784,1.0,0.0493,0.2,825,0.65,2.61,7.3,14.1,0,0.976,97.0,0
